"Country","HIV","Agriculture_Land"
"Pakistan",0.079633782036905,34.0909090909091
"Panama",0.15682249119656,29.9973096583266
"Papua New Guinea",1.74960368093415,2.62774367354149
"Paraguay",0.27979126270448,52.4465139692927
"Peru",0.3136541363755,16.7421875
"Philippines",0.014312543916028,39.5747392427139
"Poland",0,53.099730458221
"Portugal",0.038228857052746,40.8002623811086
"Qatar",0,5.52200172562554
"Romania",0,58.9212701174424
"Russia",0.009706482441944,13.1584362579663
"Rwanda",0.69725836027662,81.0701256586948
"Saint Lucia",0,18.0327868852459
"Saint Vincent and the Grenadines",0,25.6410256410256
"Samoa",0,23.321554770318
"Sao Tome and Principe",0,57.2916666666667
"Saudi Arabia",0,80.7232670757179
"Senegal",1.50991867705604,48.3249363735522
"Serbia",0,57.8092842442259
"Sierra Leone",2.85876875786946,47.6682490924323
"Singapore",0,0
"Slovak Republic",0,40.2702702702703
"Slovenia",0,24.428997020854
"Solomon Islands",0,3.03679885673455
"Somalia",0.41735910336088,70.1804444161061
"South Africa",30.374390546728,81.8282872364076
"Spain",0.008142046136904,56.4194065757819
"Sri Lanka",0.016416722073104,42.1782809759209
"Sudan",2.58495433118744,56.8371212121212
"Suriname",0.61387354205034,0.455128205128205
"Swaziland",40.1541095890411,71.1627906976744
"Sweden",0.009320272524769,7.53765170346542
"Switzerland",0,38.125
"Syria",0,75.6806795905032
"Tajikistan",0.14001607591983,33.7739354101172
"Tanzania",8.40534432894709,39.4558591104087
"Thailand",0.27947744883157,38.6247528822251
"Togo",5.41478065908033,62.6034197462769
"Tonga",0,41.6666666666667
"Trinidad and Tobago",1.92084112621948,10.5263157894737
"Tunisia",0,63.6006694129763
"Turkey",0,50.8322180788171
"Turkmenistan",0,69.399697827336
"Uganda",6.51049751199652,68.8754316600771
"Ukraine",0.13951349030054,71.2766691983705
"United Arab Emirates",0,6.80622009569378
"United Kingdom",0.001345907700342,73.0955234985326
"United States",0.001363976117688,44.2049233554379
"Uruguay",0.019858606720152,85.0759913152783
"Uzbekistan",0.084946104407799,62.5763986835919
"Vanuatu",0,15.3404429860541
"Venezuela",0.05179399356752,24.2049770421178
"Vietnam",0.45657056592658,33.0248008514206
"Yemen, Rep.",0,44.5423035399739
"Zambia",16.9208137622864,31.0563768681311
"Zimbabwe",19.9657925951029,42.5229417086726
