"Country","Pneumonia","Energy_Consumption_per_Person"
"Libya",0.899415380003,3.97938571814193
"Lithuania",0.2864782276547,2.80839548377587
"Luxembourg",0,8.6097963777755
"Macedonia, FYR",0.62941150024727,1.4668213380209
"Malaysia",0.17797698285428,2.65458089460231
"Malta",0.54347826086957,2.03077315208156
"Mexico",1.90174945329585,1.63692824866747
"Moldova",2.67076183481338,0.798450858755774
"Mongolia",9.9117611507313,1.18311481199067
"Montenegro",0.39562178557299,1.31137423810167
"Morocco",3.41557210059231,0.478550723684498
"Mozambique",16.0559224825128,0.420605250549638
"Myanmar",14.0344924301414,0.318153625007579
"Namibia",3.91549343729252,0.738270658991775
"Nepal",5.23004975858681,0.332069300093083
"Netherlands",0.064838929293148,4.8371668932826
"New Zealand",0.17164140677297,4.07914216777156
"Nicaragua",4.08658998356791,0.540914089187318
"Nigeria",26.7711229408918,0.738125378611314
"Norway",0,6.25002516666625
"Oman",0.37478205608695,6.02556956620172
"Pakistan",9.78483701588048,0.487399250194058
"Panama",2.73726530088533,0.914719768488769
"Paraguay",3.44858998217144,0.697873694151848
"Peru",2.41727166882064,0.528553397356276
"Philippines",6.05823147945636,0.44369547787396
"Poland",0.26596173374813,2.56761348672429
"Portugal",0.086014928368679,2.29987941534565
"Qatar",0.26704052339943,15.3104307837772
"Romania",3.26303223239156,1.83841897937967
"Russia",0.5603875863149,4.85017759070095
"Saudi Arabia",1.25799367786219,5.88824579266753
"Senegal",13.4021232433904,0.261036726264755
"Serbia",0.34929311805234,2.29464324950229
"Singapore",0.32271077047196,4.92368992023805
"Slovak Republic",0.76431730086805,3.38548847284795
"Slovenia",0,3.82902574362445
"South Africa",3.78064905112673,3.02759624111825
"Spain",0.067171880629462,3.05189880014179
"Sri Lanka",1.00962840749588,0.442296285304447
"Sudan",10.123761440352,0.36427407931
"Sweden",0.074562180198149,5.3799591025113
"Switzerland",0.041341675164678,3.50133367330594
"Syria",1.32832500588766,1.17385156038036
"Tajikistan",12.1139834573599,0.369288802250525
"Tanzania",12.4304706010535,0.448657102366213
"Thailand",0.48934146718495,1.57695718909635
"Togo",9.05753674483316,0.443614905527021
"Trinidad and Tobago",0.85932366172977,14.5308255198942
"Tunisia",1.43650056237469,0.912673953663991
"Turkey",1.85224884670249,1.38884019495309
"Turkmenistan",9.86744015831278,4.4937471484606
"Ukraine",0.12207430401297,2.94314450194776
"United Arab Emirates",0.12786497458684,9.39784694511008
"United Kingdom",0.15343347783896,3.39436448025191
"United States",0.17868087141706,7.48793030309585
"Uruguay",0.95321312256732,1.24567553235522
"Uzbekistan",6.31312218503069,1.84971962479901
"Venezuela",1.31991144897874,2.51181449794165
"Vietnam",0.65606914165403,0.575456290537262
"Zambia",18.7992655787991,0.617251413049133
"Zimbabwe",11.3477505718885,0.744783277060522
